run_id,planner,objective,initial_cost,cost,time
0,RRTstar,PathLength,4.3433406604450795,4.3433406604450795,13.856816530227661
1,RRTstar,PathLength,4.775381929026952,4.775381929026952,61.73887896537781
0,RRTstar,PathLength,4.464790665239856,4.464790665239856,94.53104281425476
1,RRTstar,PathLength,7.448894746411432,7.448894746411432,47.31172204017639
2,RRTstar,PathLength,4.221428474473841,4.221428474473841,7.127439737319946
