run_id,planner,objective,initial_cost,cost,time
0,prmstar,PathLength,2.599958987352248,2.599958987352248,8.172599077224731
1,prmstar,PathLength,2.599958987352248,2.599958987352248,11.042084693908691
2,prmstar,PathLength,2.599958987352248,2.599958987352248,10.592222213745117
