run_id,planner,objective,initial_cost,cost,path,general_time,validity_time,collisionchecker_time,env_time,setup_time,solve_time
0,rrtstar,PathLength,5.569238468522372,5.0821651836418,"[[-0.7838615671634549, 0.4472335144731372, 0.7944090692855821, -2.270440163001225, -0.6470322309609865, 2.3550593813005696, -0.7206836022510221], [-0.8890325079717452, 0.48855929120509645, 0.9160577662060017, -2.2967894021887574, -0.5248489379768242, 2.2932603469555177, -0.5720121590723184], [-0.9942034487800353, 0.5298850679370557, 1.0377064631264212, -2.32313864137629, -0.402665644992662, 2.2314613126104654, -0.42334071589361477], [-1.0993743895883255, 0.5712108446690151, 1.1593551600468408, -2.349487880563822, -0.2804823520084997, 2.1696622782654136, -0.2746692727149111], [-1.2045453303966158, 0.6125366214009743, 1.2810038569672604, -2.375837119751355, -0.15829905902433744, 2.1078632439203617, -0.12599782953620742], [-1.309716271204906, 0.6538623981329336, 1.40265255388768, -2.402186358938887, -0.03611576604017508, 2.04606420957531, 0.022673613642496315], [-1.4148872120131961, 0.6951881748648928, 1.5243012508080995, -2.4285355981264196, 0.08606752694398712, 1.9842651752302578, 0.17134505682119994], [-1.5200581528214863, 0.7365139515968522, 1.645949947728519, -2.454884837313952, 0.20825081992814942, 1.9224661408852057, 0.3200164999999038], [-1.6252290936297764, 0.7778397283288114, 1.7675986446489387, -2.481234076501484, 0.3304341129123116, 1.8606671065401539, 0.4686879431786073], [-1.7304000344380668, 0.8191655050607707, 1.8892473415693583, -2.5075833156890166, 0.4526174058964738, 1.7988680721951018, 0.617359386357311], [-1.6296206910409818, 0.7996559602653861, 2.0827276038648748, -2.465910942671051, 0.5138162165797557, 1.8468499191184689, 0.6916174819579187], [-1.5288413476438967, 0.7801464154700015, 2.2762078661603913, -2.4242385696530855, 0.5750150272630377, 1.894831766041836, 0.7658755775585264], [-1.4280620042468117, 0.7606368706746169, 2.4696881284559073, -2.3825661966351204, 0.6362138379463196, 1.9428136129652027, 0.8401336731591342], [-1.3272826608497266, 0.7411273258792324, 2.663168390751424, -2.340893823617155, 0.6974126486296015, 1.9907954598885698, 0.9143917687597419], [-1.2265033174526416, 0.7216177810838478, 2.8566486530469404, -2.2992214505991893, 0.7586114593128834, 2.038777306811937, 0.9886498643603496], [-1.149709587298721, 0.5052395408650181, 2.7775037137519516, -2.3153405664436817, 0.6989119681353236, 2.1547115691813414, 0.8828567500668528], [-1.0729158571448005, 0.2888613006461883, 2.6983587744569624, -2.3314596822881737, 0.6392124769577638, 2.2706458315507456, 0.777063635773356], [-0.9961221269908801, 0.07248306042735864, 2.6192138351619736, -2.347578798132666, 0.5795129857802039, 2.3865800939201502, 0.6712705214798591], [-0.9193283968369594, -0.14389517979147115, 2.5400688958669844, -2.363697913977158, 0.5198134946026441, 2.502514356289555, 0.5654774071863623], [-0.842534666683039, -0.36027342001030094, 2.4609239565719956, -2.3798170298216506, 0.46011400342508435, 2.618448618658959, 0.4596842928928655]]",14.414902687072754,14.166175365447998,12.980089902877808,0.0,0.9798374176025391,22.691620111465454
1,rrtstar,PathLength,5.633568677814807,5.633568677814807,"[[-0.7838615671634549, 0.4472335144731372, 0.7944090692855821, -2.270440163001225, -0.6470322309609865, 2.3550593813005696, -0.7206836022510221], [-0.7282232135893917, 0.4338135980564106, 0.7305396171732206, -2.138138592255971, -0.509134871263855, 2.180563664097055, -0.6716803472990698], [-0.6725848600153285, 0.420393681639684, 0.6666701650608591, -2.0058370215107164, -0.37123751156672347, 2.0060679468935403, -0.6226770923471173], [-0.6169465064412651, 0.40697376522295736, 0.6028007129484976, -1.8735354507654622, -0.23334015186959195, 1.8315722296900259, -0.5736738373951649], [-0.5613081528672019, 0.3935538488062308, 0.5389312608361361, -1.741233880020208, -0.09544279217246043, 1.6570765124865112, -0.5246705824432125], [-0.5056697992931387, 0.3801339323895042, 0.47506180872377457, -1.608932309274954, 0.04245456752467114, 1.4825807952829966, -0.4756673274912601], [-0.4500314457190755, 0.3667140159727776, 0.41119235661141307, -1.4766307385296995, 0.1803519272218026, 1.3080850780794822, -0.4266640725393077], [-0.3943930921450123, 0.35329409955605096, 0.34732290449905157, -1.3443291677844451, 0.31824928691893406, 1.1335893608759675, -0.3776608175873553], [-0.33875473857094907, 0.3398741831393244, 0.28345345238669006, -1.212027597039191, 0.4561466466160655, 0.9590936436724529, -0.3286575626354029], [-0.33283084056948375, 0.3168188613657393, 0.49069102691614264, -1.25466667531645, 0.45594521888052914, 1.1185900590990787, -0.3159560409241154], [-0.32690694256801844, 0.2937635395921541, 0.6979286014455952, -1.297305753593709, 0.4557437911449928, 1.2780864745257048, -0.3032545192128279], [-0.32098304456655313, 0.270708217818569, 0.9051661759750478, -1.3399448318709677, 0.4555423634094564, 1.4375828899523309, -0.2905529975015404], [-0.3150591465650878, 0.24765289604498392, 1.1124037505045004, -1.3825839101482267, 0.45534093567392003, 1.5970793053789567, -0.2778514757902529], [-0.3091352485636225, 0.22459757427139876, 1.319641325033953, -1.4252229884254857, 0.4551395079383837, 1.7565757208055826, -0.26514995407896536], [-0.3032113505621572, 0.20154225249781366, 1.5268788995634055, -1.4678620667027447, 0.4549380802028473, 1.9160721362322086, -0.2524484323676779], [-0.41107601378633357, 0.08917911799619073, 1.7136879109651235, -1.6502530593265259, 0.4559732648472947, 2.056547432717559, -0.1100218873155692], [-0.5189406770105099, -0.023184016505432198, 1.9004969223668415, -1.832644051950307, 0.45700844949174213, 2.1970227292029088, 0.0324046577365395], [-0.6268053402346863, -0.1355471510070551, 2.0873059337685596, -2.015035044574088, 0.45804363413618954, 2.3374980256882587, 0.1748312027886481], [-0.7346700034588627, -0.24791028550867805, 2.2741149451702776, -2.1974260371978693, 0.45907881878063694, 2.477973322173609, 0.3172577478407569], [-0.842534666683039, -0.36027342001030094, 2.4609239565719956, -2.3798170298216506, 0.46011400342508435, 2.618448618658959, 0.4596842928928655]]",24.690041065216064,20.10195541381836,18.396844148635864,0.0,1.059849739074707,24.693716526031494
2,rrtstar,PathLength,8.798751375585,5.207962382183997,"[[-0.7838615671634549, 0.4472335144731372, 0.7944090692855821, -2.270440163001225, -0.6470322309609865, 2.3550593813005696, -0.7206836022510221], [-0.8522096200302197, 0.43633743071673775, 0.8245235866545694, -2.197851338423201, -0.49832634622803706, 2.264267935615075, -0.5852854066814098], [-0.9205576728969845, 0.42544134696033836, 0.8546381040235568, -2.125262513845177, -0.3496204614950877, 2.1734764899295804, -0.44988721111179747], [-0.9889057257637494, 0.4145452632039389, 0.8847526213925441, -2.052673689267153, -0.2009145767621383, 2.0826850442440854, -0.3144890155421851], [-1.0572537786305143, 0.40364917944753953, 0.9148671387615315, -1.980084864689129, -0.052208692029188875, 1.9918935985585908, -0.1790908199725728], [-1.125601831497279, 0.3927530956911401, 0.9449816561305188, -1.9074960401111047, 0.09649719270376056, 1.9011021528730963, -0.0436926244029604], [-1.193949884364044, 0.3818570119347407, 0.9750961734995061, -1.8349072155330808, 0.24520307743670988, 1.8103107071876017, 0.0917055711666519], [-1.2622979372308087, 0.37096092817834125, 1.0052106908684935, -1.7623183909550566, 0.3939089621696592, 1.7195192615021069, 0.2271037667362643], [-1.2801460669662157, 0.3002375275978376, 1.2351118026855055, -1.8024205671936724, 0.49273528598729605, 1.7526995245292714, 0.1865687103340204], [-1.2979941967016226, 0.22951412701733398, 1.4650129145025172, -1.842522743432288, 0.5915616098049329, 1.785879787556436, 0.14603365393177647], [-1.3158423264370296, 0.15879072643683034, 1.694914026319529, -1.8826249196709037, 0.6903879336225698, 1.8190600505836008, 0.10549859752953256], [-1.3336904561724365, 0.0880673258563267, 1.924815138136541, -1.9227270959095195, 0.7892142574402066, 1.8522403136107652, 0.06496354112728864], [-1.3515385859078437, 0.01734392527582307, 2.154716249953553, -1.962829272148135, 0.8880405812578434, 1.8854205766379297, 0.02442848472504472], [-1.3693867156432507, -0.05337947530468057, 2.384617361770565, -2.0029314483867506, 0.9868669050754802, 1.9186008396650944, -0.0161065716771992], [-1.3872348453786576, -0.1241028758851842, 2.6145184735875766, -2.0430336246253664, 1.0856932288931171, 1.9517811026922591, -0.05664162807944312], [-1.4050829751140645, -0.19482627646568784, 2.8444195854045886, -2.083135800863982, 1.184519552710754, 1.9849613657194236, -0.09717668448168704], [-1.2644458980063082, -0.23618806235184112, 2.7485456781964404, -2.1573061081033993, 1.0034181653893366, 2.1433331789543075, 0.0420385598619511], [-1.1238088208985517, -0.2775498482379944, 2.652671770988292, -2.2314764153428164, 0.8223167780679191, 2.3017049921891912, 0.18125380420558923], [-0.9831717437907954, -0.3189116341241477, 2.556797863780144, -2.3056467225822335, 0.6412153907465017, 2.4600768054240754, 0.32046904854922736], [-0.842534666683039, -0.36027342001030094, 2.4609239565719956, -2.3798170298216506, 0.46011400342508435, 2.618448618658959, 0.4596842928928655]]",8.30942964553833,10.610406637191772,9.708876132965088,0.0,1.1410531997680664,26.696524143218994
3,rrtstar,PathLength,6.531705989612304,6.531705989612304,"[[-0.7838615671634549, 0.4472335144731372, 0.7944090692855821, -2.270440163001225, -0.6470322309609865, 2.3550593813005696, -0.7206836022510221], [-0.7583808698297202, 0.24146612254520106, 0.9472200325262127, -2.217689921615747, -0.8300294751685333, 2.3184661090069185, -0.6406847617284022], [-0.7329001724959855, 0.03569873061726492, 1.1000309957668433, -2.1649396802302685, -1.0130267193760802, 2.281872836713267, -0.5606859212057822], [-0.7074194751622507, -0.17006866131067122, 1.252841959007474, -2.1121894388447906, -1.196023963583627, 2.245279564419616, -0.48068708068316224], [-0.681938777828516, -0.37583605323860736, 1.4056529222481045, -2.0594391974593123, -1.3790212077911739, 2.208686292125965, -0.4006882401605423], [-0.6564580804947813, -0.5816034451665435, 1.5584638854887354, -2.006688956073834, -1.5620184519987208, 2.1720930198323134, -0.3206893996379223], [-0.6309773831610466, -0.7873708370944796, 1.7112748487293659, -1.9539387146883556, -1.7450156962062677, 2.1354997475386623, -0.24069055911530235], [-0.6266336136020378, -0.6396238636583973, 1.7921647271965846, -1.9796929905651193, -1.5017373259534532, 1.9995707575719852, -0.3341573211064489], [-0.6222898440430292, -0.491876890222315, 1.8730546056638033, -2.005447266441883, -1.2584589557006387, 1.863641767605308, -0.4276240830975954], [-0.6179460744840205, -0.3441299167862327, 1.9539444841310218, -2.0312015423186467, -1.0151805854478242, 1.727712777638631, -0.5210908450887419], [-0.6136023049250118, -0.19638294335015039, 2.034834362598241, -2.056955818195411, -0.7719022151950096, 1.5917837876719538, -0.6145576070798885], [-0.609258535366003, -0.048635969914068045, 2.1157242410654593, -2.0827100940721746, -0.5286238449421949, 1.4558547977052765, -0.708024369071035], [-0.6049147658069944, 0.09911100352201418, 2.1966141195326783, -2.1084643699489383, -0.28534547468938065, 1.3199258077385996, -0.8014911310621816], [-0.6005709962479857, 0.24685797695809653, 2.277503997999897, -2.134218645825702, -0.042067104436565916, 1.1839968177719222, -0.8949578930533282], [-0.6408982746538279, 0.14566941079669696, 2.3080739910952466, -2.175151709825027, 0.04162974687370913, 1.4230721179197616, -0.6691841953956292], [-0.6812255530596701, 0.04448084463529739, 2.3386439841905964, -2.2160847738243517, 0.12532659818398417, 1.662147418067601, -0.4434104977379303], [-0.7215528314655124, -0.056707721526102206, 2.369213977285946, -2.2570178378236765, 0.20902344949425922, 1.9012227182154406, -0.21763680008023134], [-0.7618801098713546, -0.15789628768750175, 2.399783970381296, -2.297950901823001, 0.29272030080453426, 2.1402980183632803, 0.008136897577467606], [-0.8022073882771967, -0.25908485384890134, 2.430353963476646, -2.3388839658223257, 0.3764171521148093, 2.37937331851112, 0.23391059523516655], [-0.842534666683039, -0.36027342001030094, 2.4609239565719956, -2.3798170298216506, 0.46011400342508435, 2.618448618658959, 0.4596842928928655]]",22.754762649536133,18.53397297859192,16.96562099456787,0.0,1.2214560508728027,28.7181499004364
4,rrtstar,PathLength,12.096406483470977,11.128001159543398,"[[-0.7838615671634549, 0.4472335144731372, 0.7944090692855821, -2.270440163001225, -0.6470322309609865, 2.3550593813005696, -0.7206836022510221], [-0.7759299180596209, 0.3418897023013102, 0.7052571947276647, -2.1304982398607137, -0.29751797008981773, 2.1171155732330535, -0.9459347808549734], [-0.7679982689557867, 0.23654589012948318, 0.6161053201697472, -1.9905563167202023, 0.05199629078135104, 1.879171765165537, -1.1711859594589247], [-0.7600666198519527, 0.1312020779576562, 0.5269534456118297, -1.850614393579691, 0.4015105516525198, 1.641227957098021, -1.396437138062876], [-0.7521349707481185, 0.02585826578582917, 0.43780157105391226, -1.7106724704391794, 0.7510248125236886, 1.4032841490305046, -1.6216883166668272], [-0.7442033216442845, -0.07948554638599781, 0.3486496964959948, -1.5707305472986681, 1.1005390733948572, 1.1653403409629886, -1.8469394952707785], [-0.7547557392766597, -0.1485823598014142, 0.5210136278649712, -1.884275294442452, 1.3374874013968772, 1.182483936127788, -1.480262171472722], [-0.765308156909035, -0.2176791732168306, 0.6933775592339475, -2.197820041586236, 1.5744357293988969, 1.1996275312925875, -1.1135848476746655], [-0.7758605745414102, -0.286775986632247, 0.8657414906029239, -2.51136478873002, 1.8113840574009168, 1.2167711264573868, -0.746907523876609], [-0.9819298337935289, -0.20950813569013854, 1.1997033330328035, -2.361274934361243, 1.934494414854367, 1.6727019826768355, -0.7326573192649308], [-1.1879990930456477, -0.13224028474803007, 1.533665175462683, -2.211185079992466, 2.0576047723078172, 2.128632838896284, -0.7184071146532527], [-1.3940683522977666, -0.054972433805921594, 1.8676270178925627, -2.061095225623689, 2.1807151297612677, 2.5845636951157327, -0.7041569100415745], [-1.6001376115498853, 0.02229541713618688, 2.2015888603224423, -1.9110053712549122, 2.3038254872147177, 3.0404945513351813, -0.6899067054298964], [-1.1966712304878735, 0.03271997487729772, 2.1290990120513698, -1.8025708883163623, 2.2669529755784184, 3.1110617302493955, -0.46554532860286313], [-0.7932048494258616, 0.04314453261840856, 2.0566091637802972, -1.694136405377812, 2.230080463942119, 3.18162890916361, -0.24118395177582985], [-0.3897384683638496, 0.0535690903595194, 1.9841193155092247, -1.5857019224392621, 2.1932079523058197, 3.2521960880778242, -0.016822574948796576], [0.013727912698162203, 0.06399364810063024, 1.9116294672381522, -1.4772674395007122, 2.1563354406695203, 3.3227632669920384, 0.2075388018782367], [-0.2716929470955715, -0.07742870793634682, 2.0947276303494333, -1.7781173029410249, 1.590928294921375, 3.0879917175476788, 0.29158729888311297], [-0.5571138068893052, -0.21885106397332388, 2.2778257934607145, -2.0789671663813376, 1.0255211491732297, 2.8532201681033187, 0.37563579588798923], [-0.842534666683039, -0.36027342001030094, 2.4609239565719956, -2.3798170298216506, 0.46011400342508435, 2.618448618658959, 0.4596842928928655]]",2.253225326538086,7.105525732040405,6.50679087638855,0.0,1.2990851402282715,30.7279691696167
5,rrtstar,PathLength,4.60035188737031,4.60035188737031,"[[-0.7838615671634549, 0.4472335144731372, 0.7944090692855821, -2.270440163001225, -0.6470322309609865, 2.3550593813005696, -0.7206836022510221], [-0.8217164587040179, 0.46827713885288286, 0.9088142085132368, -2.193564888233097, -0.5349409637258852, 2.2537489282043177, -0.6206320717606789], [-0.859571350244581, 0.4893207632326286, 1.0232193477408915, -2.1166896134649695, -0.42284969649078386, 2.152438475108066, -0.5205805412703357], [-0.897426241785144, 0.5103643876123742, 1.1376244869685463, -2.0398143386968415, -0.31075842925568264, 2.051128022011814, -0.42052901077999244], [-0.9352811333257071, 0.53140801199212, 1.252029626196201, -1.9629390639287139, -0.19866716202058127, 1.9498175689155621, -0.3204774802896492], [-0.97313602486627, 0.5524516363718657, 1.3664347654238558, -1.8860637891605858, -0.08657589478548, 1.8485071158193103, -0.22042594979930596], [-1.0109909164068331, 0.5734952607516113, 1.4808399046515106, -1.8091885143924582, 0.02551537244962121, 1.7471966627230584, -0.12037441930896275], [-1.0488458079473961, 0.594538885131357, 1.5952450438791654, -1.7323132396243301, 0.13760663968472264, 1.6458862096268065, -0.020322888818619433], [-1.086700699487959, 0.6155825095111027, 1.70965018310682, -1.6554379648562023, 0.24969790691982396, 1.5445757565305547, 0.07972864167172378], [-1.1245555910285223, 0.6366261338908484, 1.8240553223344749, -1.5785626900880745, 0.3617891741549252, 1.4432653034343028, 0.1797801721620671], [-1.1624104825690853, 0.657669758270594, 1.9384604615621295, -1.5016874153199467, 0.4738804413900265, 1.3419548503380512, 0.2798317026524102], [-1.2002653741096483, 0.6787133826503398, 2.0528656007897843, -1.4248121405518188, 0.5859717086251277, 1.2406443972417993, 0.3798832331427535], [-1.155549035681322, 0.5488400323177597, 2.103872895262561, -1.5441877517105478, 0.5702394954751223, 1.4128699249189443, 0.38985836561151754], [-1.110832697252996, 0.4189666819851796, 2.154880189735337, -1.6635633628692768, 0.5545072823251169, 1.5850954525960892, 0.3998334980802815], [-1.0661163588246698, 0.28909333165259954, 2.2058874842081133, -1.7829389740280057, 0.5387750691751114, 1.7573209802732341, 0.4098086305490455], [-1.0214000203963436, 0.15921998132001947, 2.25689477868089, -1.9023145851867347, 0.523042856025106, 1.9295465079503793, 0.4197837630178095], [-0.9766836819680175, 0.029346630987439393, 2.3079020731536666, -2.021690196345464, 0.5073106428751006, 2.101772035627524, 0.42975889548657353], [-0.9319673435396914, -0.10052671934514068, 2.3589093676264428, -2.1410658075041926, 0.4915784297250952, 2.273997563304669, 0.4397340279553375], [-0.8872510051113651, -0.23040006967772075, 2.409916662099219, -2.2604414186629214, 0.47584621657508974, 2.446223090981814, 0.4497091604241015], [-0.842534666683039, -0.36027342001030094, 2.4609239565719956, -2.3798170298216506, 0.46011400342508435, 2.618448618658959, 0.4596842928928655]]",78.33954644203186,48.64083814620972,44.45597267150879,0.0,1.3826963901519775,32.74900031089783
6,rrtstar,PathLength,,,,0.0,54.8503532409668,50.22439193725586,0.0,1.467536449432373,34.76146483421326
7,rrtstar,PathLength,4.878508795744314,4.878508795744314,"[[-0.7838615671634549, 0.4472335144731372, 0.7944090692855821, -2.270440163001225, -0.6470322309609865, 2.3550593813005696, -0.7206836022510221], [-0.7773486983212411, 0.36160960330162734, 0.8949407328277726, -2.185425940566768, -0.5231106674178785, 2.2317060563607347, -0.7090952068626555], [-0.7708358294790274, 0.2759856921301175, 0.9954723963699632, -2.1004117181323108, -0.39918910387477047, 2.1083527314209, -0.697506811474289], [-0.7643229606368136, 0.19036178095860767, 1.0960040599121537, -2.0153974956978535, -0.27526754033166245, 1.984999406481065, -0.6859184160859223], [-0.7578100917945999, 0.10473786978709781, 1.1965357234543443, -1.9303832732633965, -0.15134597678855438, 1.8616460815412301, -0.6743300206975558], [-0.7512972229523861, 0.01911395861558801, 1.297067386996535, -1.8453690508289393, -0.027424413245446422, 1.7382927566013953, -0.6627416253091891], [-0.7447843541101724, -0.06650995255592185, 1.3975990505387255, -1.7603548283944823, 0.0964971502976616, 1.6149394316615606, -0.6511532299208226], [-0.7382714852679586, -0.15213386372743165, 1.4981307140809161, -1.675340605960025, 0.22041871384076972, 1.4915861067217255, -0.6395648345324559], [-0.7317586164257449, -0.23775777489894157, 1.5986623776231066, -1.5903263835255679, 0.34434027738387774, 1.3682327817818907, -0.6279764391440894], [-0.7252457475835311, -0.3233816860704515, 1.6991940411652973, -1.5053121610911107, 0.46826184092698575, 1.244879456842056, -0.6163880437557228], [-0.7187328787413174, -0.40900559724196117, 1.7997257047074877, -1.4202979386566534, 0.5921834044700937, 1.1215261319022212, -0.6047996483673562], [-0.7122200098991036, -0.4946295084134711, 1.9002573682496784, -1.3352837162221962, 0.7161049680132018, 0.9981728069623863, -0.5932112529789896], [-0.7285093419970955, -0.47783499736307483, 1.970340691789968, -1.4658503804221281, 0.6841060974396871, 1.2007072834244579, -0.4615993097450077], [-0.7447986740950875, -0.4610404863126786, 2.0404240153302577, -1.5964170446220598, 0.6521072268661724, 1.4032417598865294, -0.3299873665110258], [-0.7610880061930794, -0.44424597526228227, 2.1105073388705473, -1.7269837088219915, 0.6201083562926577, 1.6057762363486012, -0.19837542327704388], [-0.7773773382910714, -0.427451464211886, 2.180590662410837, -1.8575503730219234, 0.5881094857191431, 1.8083107128106728, -0.06676348004306198], [-0.7936666703890632, -0.41065695316148976, 2.250673985951127, -1.9881170372218553, 0.5561106151456283, 2.0108451892727444, 0.06484846319091997], [-0.8099560024870551, -0.39386244211109345, 2.3207573094914165, -2.118683701421787, 0.5241117445721137, 2.213379665734816, 0.1964604064249018], [-0.8262453345850471, -0.3770679310606972, 2.390840633031706, -2.2492503656217187, 0.49211287399859904, 2.4159141421968875, 0.32807234965888366], [-0.842534666683039, -0.36027342001030094, 2.4609239565719956, -2.3798170298216506, 0.46011400342508435, 2.618448618658959, 0.4596842928928655]]",2.2717318534851074,7.091765403747559,6.493041038513184,0.0,1.5495331287384033,36.79388451576233
8,rrtstar,PathLength,7.079882994349385,7.079882994349385,"[[-0.7838615671634549, 0.4472335144731372, 0.7944090692855821, -2.270440163001225, -0.6470322309609865, 2.3550593813005696, -0.7206836022510221], [-0.8974226853629937, 0.5640424400555715, 0.9437898202239161, -2.242634784342119, -0.6500572529760038, 2.117885905686945, -0.8966154115662801], [-1.0109838035625327, 0.6808513656380056, 1.0931705711622501, -2.214829405683013, -0.6530822749910211, 1.88071243007332, -1.072547220881538], [-1.1245449217620715, 0.7976602912204399, 1.2425513221005842, -2.1870240270239067, -0.6561072970060384, 1.6435389544596952, -1.2484790301967958], [-1.2381060399616104, 0.9144692168028741, 1.3919320730389182, -2.1592186483648, -0.6591323190210557, 1.4063654788460704, -1.424410839512054], [-1.3516671581611492, 1.0312781423853083, 1.5413128239772522, -2.131413269705694, -0.662157341036073, 1.1691920032324454, -1.6003426488273118], [-1.465228276360688, 1.1480870679677426, 1.6906935749155863, -2.103607891046588, -0.6651823630510904, 0.9320185276188206, -1.7762744581425698], [-1.578789394560227, 1.264895993550177, 1.8400743258539203, -2.0758025123874817, -0.6682073850661077, 0.6948450520051959, -1.9522062674578278], [-1.5173803593794166, 1.1998638460254125, 1.9800790956892604, -2.1451624557386473, -0.5539266335457014, 0.7658954462692844, -1.6763116207574962], [-1.4559713241986063, 1.134831698500648, 2.1200838655246006, -2.214522399089813, -0.439645882025295, 0.8369458405333731, -1.4004169740571644], [-1.394562289017796, 1.0697995509758835, 2.2600886353599408, -2.2838823424409784, -0.32536513050488863, 0.9079962347974617, -1.1245223273568326], [-1.333153253836986, 1.004767403451119, 2.400093405195281, -2.3532422857921436, -0.2110843789844823, 0.9790466290615503, -0.848627680656501], [-1.2717442186561756, 0.9397352559263545, 2.540098175030621, -2.422602229143309, -0.09680362746407589, 1.0500970233256388, -0.5727330339561691], [-1.2103351834753653, 0.87470310840159, 2.6801029448659612, -2.4919621724944747, 0.017477124056330395, 1.1211474175897274, -0.29683838725583755], [-1.148926148294555, 0.8096709608768256, 2.8201077147013014, -2.5613221158456403, 0.1317578755767368, 1.1921978118538161, -0.02094374055550574], [-1.0876478519722519, 0.5756820846994003, 2.74827096307544, -2.5250210986408423, 0.19742910114640633, 1.4774479732148447, 0.07518186613416851], [-1.0263695556499486, 0.341693208521975, 2.676434211449579, -2.4887200814360444, 0.26310032671607586, 1.7626981345758734, 0.17130747282384276], [-0.9650912593276454, 0.10770433234454979, 2.604597459823718, -2.4524190642312464, 0.3287715522857453, 2.047948295936902, 0.26743307951351697], [-0.9038129630053422, -0.12628454383287557, 2.532760708197857, -2.4161180470264485, 0.3944427778554149, 2.3331984572979305, 0.36355868620319126], [-0.842534666683039, -0.36027342001030094, 2.4609239565719956, -2.3798170298216506, 0.46011400342508435, 2.618448618658959, 0.4596842928928655]]",2.2971134185791016,7.170064926147461,6.573503732681274,0.0,1.6312284469604492,38.84371280670166
9,rrtstar,PathLength,11.325876241709874,7.770651780352462,"[[-0.7838615671634549, 0.4472335144731372, 0.7944090692855821, -2.270440163001225, -0.6470322309609865, 2.3550593813005696, -0.7206836022510221], [-0.6859742698967405, 0.2931102495235981, 0.7443607314941839, -2.058706905365609, -0.6133320265534828, 2.437170477772498, -0.999557502475048], [-0.588086972630026, 0.138986984574059, 0.6943123937027857, -1.846973647729993, -0.5796318221459793, 2.519281574244427, -1.278431402699074], [-0.49019967536331155, -0.015136280375480093, 0.6442640559113876, -1.635240390094377, -0.5459316177384756, 2.601392670716356, -1.5573053029231], [-0.39231237809659714, -0.1692595453250192, 0.5942157181199894, -1.423507132458761, -0.512231413330972, 2.6835037671882844, -1.836179203147126], [-0.5258547163815526, -0.15962359340813773, 0.8766245127223036, -1.2562972428500516, -0.39823219546548894, 2.5667484473681115, -1.9145408810262037], [-0.659397054666508, -0.14998764149125626, 1.1590333073246177, -1.0890873532413423, -0.2842329776000058, 2.4499931275479385, -1.9929025589052811], [-0.7929393929514632, -0.14035168957437477, 1.4414421019269321, -0.921877463632633, -0.17023375973452276, 2.3332378077277656, -2.0712642367843586], [-0.9264817312364187, -0.1307157376574933, 1.7238508965292463, -0.7546675740239237, -0.056234541869039645, 2.2164824879075926, -2.1496259146634364], [-1.060024069521374, -0.12107978574061184, 2.0062596911315604, -0.5874576844152144, 0.057764675996443415, 2.0997271680874197, -2.227987592542514], [-0.9705720150919905, -0.0933245046814325, 2.0337856629247453, -0.6515115620786748, 0.23490467160377348, 2.1010078370620895, -1.9323816874648694], [-0.881119960662607, -0.06556922362225315, 2.0613116347179306, -0.715565439742135, 0.41204466721110355, 2.102288506036759, -1.6367757823872249], [-0.7916679062332234, -0.0378139425630738, 2.0888376065111154, -0.7796193174055954, 0.5891846628184336, 2.1035691750114287, -1.3411698773095801], [-0.7022158518038398, -0.01005866150389445, 2.1163635783043, -0.8436731950690557, 0.7663246584257637, 2.1048498439860985, -1.0455639722319356], [-0.6127637973744562, 0.017696619555284898, 2.1438895500974855, -0.9077270727325162, 0.9434646540330938, 2.106130512960768, -0.7499580671542909], [-0.5233117429450727, 0.04545190061446425, 2.1714155218906703, -0.9717809503959765, 1.1206046496404238, 2.1074111819354377, -0.4543521620766464], [-0.6031174738795643, -0.05597942954172705, 2.2437926305610016, -1.323789970252395, 0.955481988086589, 2.235170541116318, -0.22584304833426844], [-0.6829232048140559, -0.15741075969791835, 2.316169739231333, -1.6757989901088135, 0.7903593265327541, 2.3629299002971984, 0.0026660654081095414], [-0.7627289357485474, -0.2588420898541096, 2.3885468479016643, -2.027808009965232, 0.6252366649789192, 2.4906892594780787, 0.23117517915048746], [-0.842534666683039, -0.36027342001030094, 2.4609239565719956, -2.3798170298216506, 0.46011400342508435, 2.618448618658959, 0.4596842928928655]]",4.3130176067352295,8.283314943313599,7.58603048324585,0.0,1.719714641571045,40.85248565673828
